product_id,category,brand,condition,price,seller_reputation,description,suspected_fraud
26,Furniture,IKEA,New,350.0,4,"Brand new IKEA KALLAX shelf unit, versatile and stylish.",False
26,Furniture,West Elm,New,1200.0,4,Brand new West Elm mid-century dining chair set (4 chairs),False
26,Electronics,Apple,New,1200.0,5,Brand new Apple MacBook Pro 14-inch with M1 chip,False
26,Clothing,Nike,New,120.0,4,"Brand new Nike Air Max sneakers, size 10",False
26,Electronics,Samsung,New,1200.0,4,"Brand new Samsung Galaxy Z Fold3 5G, 256GB storage.",False
26,Electronics,Samsung,New,850.0,4,Brand new Samsung Galaxy S21 with 128GB storage,False
26,Furniture,SofaCo,New,850.0,4,"Brand new SofaCo 3-seater fabric sofa, perfect for modern living rooms.",False
26,Clothing,Adidas,New,75.0,4,Brand new Adidas Ultraboost running shoes,False
26,Electronics,Samsung,New,800.0,4,"Brand new Samsung Galaxy S21, 128GB storage",False
26,Furniture,West Elm,New,950.0,4,Brand new West Elm mid-century nightstand in walnut finish.,False
26,Clothing,Adidas,New,75.0,4,Brand new Adidas Ultraboost running shoes,False
26,Electronics,Samsung,New,750.0,4,Brand new Samsung Galaxy S21 with 128GB storage,False
26,Furniture,West Elm,New,950.0,4,Brand new West Elm mid-century dining chair set (4 chairs),False
26,Furniture,West Elm,New,1200.0,4,"Brand new West Elm industrial-style dining table, seats up to 8.",False
26,Clothing,Adidas,New,75.0,4,"Brand new Adidas Superstar sneakers, size 10.",False
26,Furniture,West Elm,New,1800.0,5,Brand new West Elm mid-century coffee table in walnut finish.,False
26,Electronics,Samsung,New,850.0,4,Brand new Samsung Galaxy S21 with 128GB storage,False
26,Clothing,Adidas,New,75.0,4,"Brand new Adidas Ultraboost running shoes, size 10.",False
26,Electronics,Samsung,New,999.0,4,Brand new Samsung Galaxy S21 Ultra,False
26,Clothing,Adidas,New,75.0,4,Brand new Adidas Superstar sneakers in classic white.,False
26,Clothing,Adidas,New,75.0,4,Brand new Adidas Ultraboost running shoes,False
26,Clothing,Nike,New,80.0,4,"Brand new Nike Air Max running shoes, size 10.",False
26,Electronics,Apple,New,1200.0,5,Brand new Apple iPhone 14 Pro Max with 256GB storage.,False
26,Clothing,Adidas,New,75.0,4,Brand new Adidas Ultraboost running shoes,False
26,Furniture,West Elm,New,1400.0,5,Brand new West Elm mid-century dining chair set of 4.,False
26,Clothing,Adidas,New,80.0,4,Brand new Adidas Ultraboost running shoes,False
